caseid,totalnewsbinary_dv_All_ref,totalnewscount_dv_All_ref,log_news_dv_All_ref,Average_domain_NewsG_Score_dv_All_ref,Count_Reliable_NewsG_Score_dv_All_ref,Count_Unreliable_NewsG_Score_dv_All_ref,Prop_Reliable_NewsG_Score_dv_All_ref,Prop_Unreliable_NewsG_Score_dv_All_ref
1147325327,1,111,4.709530201312334,68.87113402061856,1.8573324964312685,1.4313637641589874,0.6396396396396397,0.23423423423423423
1147357513,1,256,5.545177444479562,92.63571428571429,1.845098040014257,0.3010299956639812,0.26953125,0.00390625
1147357933,1,15,2.70805020110221,89.28571428571429,0.9030899869919435,0,0.4666666666666667,0
1149913275,1,13,2.5649493574615367,91.5,0.7781512503836436,0,0.38461538461538464,0
1149913277,1,11,2.3978952727983707,88.86363636363636,1.0791812460476249,0,1,0
1149913281,1,2,0.6931471805599453,95,0.47712125471966244,0,1,0
1149913289,1,4,1.3862943611198906,96.875,0.6989700043360189,0,1,0
1149913291,1,27,3.295836866004329,88.36,1.380211241711606,0.47712125471966244,0.8518518518518519,0.07407407407407407
1149913297,1,10,2.302585092994046,93.92857142857143,0.9030899869919435,0,0.7,0
1149913303,1,49,3.8918202981106265,95.95652173913044,1.6720978579357175,0,0.9387755102040817,0
1149913313,1,18,2.8903717578961645,94.16666666666667,1.2787536009528289,0,1,0
1149913315,1,10,2.302585092994046,88.125,0.9542425094393249,0,0.8,0
1149913325,1,11,2.3978952727983707,94.375,0.6989700043360189,0,0.36363636363636365,0
1149913335,1,143,4.962844630259907,91.75531914893617,1.6812412373755872,0,0.32867132867132864,0
1149913353,1,211,5.351858133476067,90.09580838323353,2.2174839442139063,0.6020599913279624,0.7772511848341233,0.014218009478672985
1149913361,1,40,3.6888794541139363,89.71621621621621,1.5797835966168101,0,0.925,0
1149913369,1,115,4.74493212836325,90.93577981651376,2.0253058652647704,0.6989700043360189,0.9130434782608695,0.034782608695652174
1149913371,1,1,0,90,0.3010299956639812,0,1,0
1149913373,1,26,3.258096538021482,94.0909090909091,1.3617278360175928,0,0.8461538461538461,0
1149913377,1,677,6.517671272912275,90.61411764705882,2.6180480967120925,1.0791812460476249,0.6115214180206795,0.01624815361890694
1149913387,1,2,0.6931471805599453,93.75,0.47712125471966244,0,1,0
1149913393,1,5,1.6094379124341003,89.375,0.6989700043360189,0,0.8,0
1149913395,1,22,3.091042453358316,91.07142857142857,1.1760912590556813,0,0.6363636363636364,0
1149913397,1,62,4.127134385045092,90.93333333333334,1.6434526764861874,0.47712125471966244,0.6935483870967742,0.03225806451612903
1149913399,1,206,5.327876168789581,59.56377551020408,2.089905111439398,1.8750612633917,0.5922330097087378,0.3592233009708738
1149913409,1,5,1.6094379124341003,90.625,0.6989700043360189,0,0.8,0
1149913413,1,6,1.791759469228055,95.5,0.7781512503836436,0,0.8333333333333334,0
1149913415,1,19,2.9444389791664403,86.54545454545455,1.0413926851582251,0.3010299956639812,0.5263157894736842,0.05263157894736842
1149913417,1,46,3.828641396489095,92.44186046511628,1.6232492903979006,0.47712125471966244,0.8913043478260869,0.043478260869565216
1149913421,1,15,2.70805020110221,92.5,1.1760912590556813,0,0.9333333333333333,0
1149913427,1,91,4.51085950651685,90.47916666666667,1.8573324964312685,0.3010299956639812,0.7802197802197802,0.01098901098901099
1149913433,1,499,6.212606095751519,91.2240663900415,2.683947130751512,0,0.9659318637274549,0
1149913435,1,1,0,82.5,0.3010299956639812,0,1,0
1149913439,1,12,2.4849066497880004,100,0.3010299956639812,0,0.08333333333333333,0
1149913441,1,11,2.3978952727983707,88.92857142857143,0.9030899869919435,0,0.6363636363636364,0
1149913443,1,52,3.9512437185814275,93.54166666666667,1.1139433523068367,0,0.23076923076923078,0
1149913445,1,217,5.37989735354046,71.33658536585367,2.305351369446624,0.6989700043360189,0.9262672811059908,0.018433179723502304
1149913453,1,38,3.6375861597263857,89.7,1.414973347970818,0,0.6578947368421053,0
1149913455,1,489,6.192362489474872,64.98,2.5390760987927767,2.1172712956557644,0.7055214723926381,0.2658486707566462
1149913467,1,32,3.4657359027997265,93.125,0.6989700043360189,0,0.125,0
1149913475,1,8,2.0794415416798357,86.78571428571429,0.9030899869919435,0,0.875,0
1149913477,1,57,4.04305126783455,91.69642857142857,1.7558748556724915,0,0.9824561403508771,0
1149913483,1,19,2.9444389791664403,91.25,1.2787536009528289,0,0.9473684210526315,0
1149913511,1,64,4.1588830833596715,90.025,1.6020599913279623,0.3010299956639812,0.609375,0.015625
1149913513,1,1,0,92.5,0.3010299956639812,0,1,0
1149913517,1,3,1.0986122886681098,87.5,0.6020599913279624,0,1,0
1149913519,1,342,5.834810737062605,88.62637362637362,1.9637878273455553,0,0.26608187134502925,0
1149913549,1,1,0,NaN,0,0,0,0
1149913569,1,39,3.6635616461296463,92,0.7781512503836436,0,0.1282051282051282,0
1149913575,1,4,1.3862943611198906,87.5,0.47712125471966244,0,0.5,0
1149913577,1,52,3.9512437185814275,90.84146341463415,1.6127838567197355,0.3010299956639812,0.7692307692307693,0.019230769230769232
1149913583,1,13,2.5649493574615367,76,0.47712125471966244,0,0.15384615384615385,0
1149913591,1,57,4.04305126783455,83.07692307692308,1.4771212547196624,1.0413926851582251,0.5087719298245614,0.17543859649122806
1149913703,1,1336,7.197435354096591,90.92879137798306,3.1136091510730277,0.3010299956639812,0.9715568862275449,7.485029940119761e-4
1149913737,1,2,0.6931471805599453,87.5,0.47712125471966244,0,1,0
1149913749,1,147,4.990432586778736,95,0.8450980400142568,0,0.04081632653061224,0
1149913763,1,21,3.044522437723423,88.33333333333333,1.3424226808222062,0,1,0
1149913777,1,2,0.6931471805599453,NaN,0,0,0,0
1149913781,1,17,2.833213344056216,94.10714285714286,1.1760912590556813,0,0.8235294117647058,0
1149913783,1,1,0,NaN,0,0,0,0
1149913805,1,21,3.044522437723423,97.5,0.47712125471966244,0,0.09523809523809523,0
1149913837,1,32,3.4657359027997265,93.79310344827586,1.4771212547196624,0,0.90625,0
1149913839,1,5,1.6094379124341003,96,0.7781512503836436,0,1,0
1149913841,1,2,0.6931471805599453,NaN,0,0,0,0
1149913855,1,10,2.302585092994046,45.666666666666664,0.3010299956639812,0.47712125471966244,0.1,0.2
1149913861,1,3,1.0986122886681098,90,0.6020599913279624,0,1,0
1149913865,1,10,2.302585092994046,89.25,1.0413926851582251,0,1,0
1149913897,1,9,2.1972245773362196,93,0.7781512503836436,0,0.5555555555555556,0
1149913909,1,160,5.075173815233827,53.4,1.2304489213782739,1.3979400086720377,0.1,0.15
1149913935,1,197,5.2832037287379885,NaN,0,0,0,0
1149913937,1,23,3.1354942159291497,90,1.3424226808222062,0,0.9130434782608695,0
1149913979,1,11,2.3978952727983707,95,0.8450980400142568,0,0.5454545454545454,0
1149914039,1,36,3.58351893845611,93.73611111111111,1.568201724066995,0,1,0
1149914067,1,74,4.30406509320417,89.4186046511628,1.6434526764861874,0,0.581081081081081,0
1150928257,1,2,0.6931471805599453,90,0.47712125471966244,0,1,0
1150928263,1,1,0,NaN,0,0,0,0
1150928265,1,19,2.9444389791664403,88.125,1.2304489213782739,0,0.8421052631578947,0
1150928269,1,12,2.4849066497880004,93.81818181818181,1.0413926851582251,0.3010299956639812,0.8333333333333334,0.08333333333333333
1150928277,1,12,2.4849066497880004,86.05555555555556,0.9542425094393249,0.3010299956639812,0.6666666666666666,0.08333333333333333
1150928279,1,31,3.4339872044851463,77.52083333333333,1.3617278360175928,0.47712125471966244,0.7096774193548387,0.06451612903225806
1150928283,1,15,2.70805020110221,92.83333333333333,1.2041199826559248,0,1,0
1150928287,1,5,1.6094379124341003,91.66666666666667,0.6020599913279624,0,0.6,0
1150928291,1,10,2.302585092994046,95,0.7781512503836436,0,0.5,0
1150928297,1,30,3.4011973816621555,81.28571428571429,1.380211241711606,0.7781512503836436,0.7666666666666667,0.16666666666666666
1150928299,1,24,3.1780538303479458,98.67647058823529,1.255272505103306,0,0.7083333333333334,0
1150928301,1,15,2.70805020110221,78.86363636363636,1.0791812460476249,0,0.7333333333333333,0
1150928303,1,65,4.174387269895637,95.26612903225806,1.792391689498254,0.3010299956639812,0.9384615384615385,0.015384615384615385
1150928305,1,85,4.442651256490317,91.47321428571429,1.7481880270062005,0.3010299956639812,0.6470588235294118,0.011764705882352941
1150928315,1,5,1.6094379124341003,90,0.7781512503836436,0,1,0
1150928319,1,1,0,NaN,0,0,0,0
1150928325,1,56,4.02535169073515,90.78125,1.2304489213782739,0,0.2857142857142857,0
1150928339,1,1,0,NaN,0,0,0,0
1150928343,1,96,4.564348191467836,77.0945945945946,1.792391689498254,1.146128035678238,0.6354166666666666,0.13541666666666666
1150928345,1,23,3.1354942159291497,95.46875,1.2304489213782739,0,0.6956521739130435,0
1150928359,1,6,1.791759469228055,63.625,0.6020599913279624,0.3010299956639812,0.5,0.16666666666666666
1150928363,1,164,5.099866427824199,85.63709677419355,1.792391689498254,0.3010299956639812,0.3719512195121951,0.006097560975609756
1150928369,1,11,2.3978952727983707,88.33333333333333,0.8450980400142568,0,0.5454545454545454,0
1150928371,1,3,1.0986122886681098,82.33333333333333,0.47712125471966244,0.3010299956639812,0.6666666666666666,0.3333333333333333
1150928379,1,2,0.6931471805599453,100,0.47712125471966244,0,1,0
1150928397,1,37,3.6109179126442243,85.72058823529412,1.5314789170422551,0.3010299956639812,0.8918918918918919,0.02702702702702703
1150928401,1,66,4.189654742026425,90.3125,1.7558748556724915,0,0.8484848484848485,0
1150928413,1,70,4.248495242049359,72.56818181818181,1.5440680443502757,1.5185139398778875,0.4857142857142857,0.45714285714285713
1150928419,1,5,1.6094379124341003,90,0.7781512503836436,0,1,0
1150928421,1,74,4.30406509320417,85.70833333333333,1.6720978579357175,0.47712125471966244,0.6216216216216216,0.02702702702702703
1150928431,1,20,2.995732273553991,85.73076923076923,1.0791812460476249,0.47712125471966244,0.55,0.1
1150928433,1,55,4.007333185232471,81.44318181818181,1.591064607026499,0.8450980400142568,0.6909090909090909,0.10909090909090909
1150928437,1,6,1.791759469228055,93.125,0.6989700043360189,0,0.6666666666666666,0
1150928439,1,54,3.9889840465642745,93.625,1.6532125137753437,0,0.8148148148148148,0
1150928453,1,44,3.784189633918261,92.09302325581395,1.6434526764861874,0,0.9772727272727273,0
1150928457,1,505,6.22455842927536,90.58076009501188,2.617000341120899,0.9542425094393249,0.8178217821782178,0.015841584158415842
1150928461,1,19,2.9444389791664403,90.69444444444444,1.2787536009528289,0,0.9473684210526315,0
1150928463,1,97,4.574710978503383,95.56896551724138,1.462397997898956,0.3010299956639812,0.28865979381443296,0.010309278350515464
1150928465,1,84,4.430816798843313,94.8395061728395,1.9030899869919435,0.47712125471966244,0.9404761904761905,0.023809523809523808
1150928473,1,4,1.3862943611198906,85.83333333333333,0.6020599913279624,0,0.75,0
1150928475,1,15,2.70805020110221,90,1.0791812460476249,0,0.7333333333333333,0
1150928479,1,3,1.0986122886681098,67.25,0.3010299956639812,0.3010299956639812,0.3333333333333333,0.3333333333333333
1150928505,1,3,1.0986122886681098,100,0.6020599913279624,0,1,0
1150928507,1,9,2.1972245773362196,96.5,0.7781512503836436,0,0.5555555555555556,0
1150928515,1,6,1.791759469228055,96.25,0.8450980400142568,0,1,0
1150928521,1,6,1.791759469228055,93.75,0.6989700043360189,0,0.6666666666666666,0
1150928523,1,1,0,100,0.3010299956639812,0,1,0
1150928525,1,41,3.713572066704308,85.5125,1.568201724066995,0.6989700043360189,0.8780487804878049,0.0975609756097561
1150928529,1,4,1.3862943611198906,85.83333333333333,0.6020599913279624,0,0.75,0
1150928531,1,3251,8.086717920303906,93.40867016352978,3.510813010512496,0,0.9969240233774224,0
1150928533,1,6,1.791759469228055,76.875,0.6020599913279624,0.3010299956639812,0.5,0.16666666666666666
1150928541,1,141,4.948759890378168,91.07874015748031,2.1072099696478683,0,0.900709219858156,0
1150928549,1,6,1.791759469228055,87.5,0.8450980400142568,0,1,0
1150928551,1,14,2.6390573296152584,87.89285714285714,1.1760912590556813,0,1,0
1150928555,1,234,5.455321115357702,89.02173913043478,1.380211241711606,0,0.09829059829059829,0
1150928563,1,11,2.3978952727983707,32.95454545454545,0.3010299956639812,1.0413926851582251,0.09090909090909091,0.9090909090909091
1150928565,1,28,3.332204510175204,83.05263157894737,1.255272505103306,0.47712125471966244,0.6071428571428571,0.07142857142857142
1150928567,1,4,1.3862943611198906,90,0.6020599913279624,0,0.75,0
1150928569,1,3,1.0986122886681098,82.5,0.3010299956639812,0,0.3333333333333333,0
1150928587,1,21,3.044522437723423,89.55882352941177,1.255272505103306,0,0.8095238095238095,0
1150928589,1,31,3.4339872044851463,88.61111111111111,1.2787536009528289,0,0.5806451612903226,0
1150928593,1,7,1.9459101490553132,90.625,0.6989700043360189,0,0.5714285714285714,0
1150928595,1,1,0,NaN,0,0,0,0
1150928599,1,7,1.9459101490553132,92.14285714285714,0.9030899869919435,0,1,0
1150928603,1,159,5.0689042022202315,87.30973451327434,2.0492180226701815,0.47712125471966244,0.6981132075471698,0.012578616352201259
1150928609,1,48,3.871201010907891,90.97560975609755,1.6232492903979006,0,0.8541666666666666,0
1150928613,1,1,0,100,0.3010299956639812,0,1,0
1150928621,1,28,3.332204510175204,88.75,1.2304489213782739,0,0.5714285714285714,0
1150928635,1,8,2.0794415416798357,69.91666666666667,0.6989700043360189,0.47712125471966244,0.5,0.25
1150928639,1,2,0.6931471805599453,91.25,0.47712125471966244,0,1,0
1150928655,1,19,2.9444389791664403,87.33333333333333,1.255272505103306,0.3010299956639812,0.8947368421052632,0.05263157894736842
1150928659,1,1,0,100,0.3010299956639812,0,1,0
1150928665,1,17,2.833213344056216,83.5,0.47712125471966244,0,0.11764705882352941,0
1150928669,1,33,3.4965075614664802,83.3103448275862,1.4771212547196624,0,0.8787878787878788,0
1150928675,1,18,2.8903717578961645,NaN,0,0,0,0
1150928679,1,128,4.852030263919617,90.38461538461539,2.0718820073061255,0,0.9140625,0
1150928685,1,32,3.4657359027997265,91.875,1.462397997898956,0,0.875,0
1150928695,1,98,4.584967478670572,89.89583333333333,1.9867717342662448,0,0.9795918367346939,0
1150928719,1,147,4.990432586778736,68.3076923076923,2.0253058652647704,1.414973347970818,0.7142857142857143,0.17006802721088435
1150928727,1,67,4.204692619390966,75.92391304347827,1.6020599913279623,0.9030899869919435,0.582089552238806,0.1044776119402985
1150928731,1,8,2.0794415416798357,90,0.9542425094393249,0,1,0
1150928737,1,61,4.110873864173311,87.35714285714286,1.7481880270062005,0.3010299956639812,0.9016393442622951,0.01639344262295082
1150928743,1,22,3.091042453358316,90,1.3010299956639813,0,0.8636363636363636,0
1150928753,1,4,1.3862943611198906,82.5,0.6989700043360189,0,1,0
1150928757,1,66,4.189654742026425,81.9375,1.6532125137753437,0.6989700043360189,0.6666666666666666,0.06060606060606061
1150928761,1,1,0,92.5,0.3010299956639812,0,1,0
1150928765,1,17,2.833213344056216,88.3529411764706,1.2304489213782739,0.3010299956639812,0.9411764705882353,0.058823529411764705
1150928771,1,66,4.189654742026425,90.18939393939394,1.8260748027008264,0,1,0
1150928773,1,1,0,90,0.3010299956639812,0,1,0
1150928781,1,12,2.4849066497880004,90,0.9030899869919435,0,0.5833333333333334,0
1150928785,1,13,2.5649493574615367,86.6923076923077,1.1139433523068367,0.3010299956639812,0.9230769230769231,0.07692307692307693
1150928789,1,106,4.663439094112067,89.35057471264368,1.9294189257142926,0.6020599913279624,0.7924528301886793,0.02830188679245283
1150928791,1,2,0.6931471805599453,100,0.47712125471966244,0,1,0
1150928803,1,1,0,87.5,0.3010299956639812,0,1,0
1150928807,1,246,5.5053315359323625,84.91176470588235,1.8129133566428555,0.6989700043360189,0.2601626016260163,0.016260162601626018
1150928811,1,2,0.6931471805599453,92.5,0.3010299956639812,0,0.5,0
1150928837,1,2,0.6931471805599453,90,0.3010299956639812,0,0.5,0
1150928839,1,10,2.302585092994046,93.125,0.9542425094393249,0,0.8,0
1150928845,1,17,2.833213344056216,85.89285714285714,1.1760912590556813,0,0.8235294117647058,0
1150928855,1,19,2.9444389791664403,88.47222222222223,1.2787536009528289,0,0.9473684210526315,0
1150928857,1,28,3.332204510175204,93.78947368421052,1.3010299956639813,0,0.6785714285714286,0
1150928879,1,620,6.429719478039138,86.22222222222223,2.3541084391474008,0,0.3629032258064516,0
1150928883,1,132,4.882801922586371,93.1734693877551,1.9867717342662448,0.47712125471966244,0.7272727272727273,0.015151515151515152
1150928885,1,2,0.6931471805599453,87.5,0.3010299956639812,0,0.5,0
1150928887,1,15,2.70805020110221,87.67857142857143,1.1760912590556813,0,0.9333333333333333,0
1150928895,1,44,3.784189633918261,77.38095238095238,1.6334684555795864,0,0.9545454545454546,0
1150928913,1,281,5.638354669333745,88.0281124497992,2.387389826338729,0.8450980400142568,0.8647686832740213,0.021352313167259787
1150928917,1,10,2.302585092994046,79.95,0.9542425094393249,0.47712125471966244,0.8,0.2
1150928919,1,73,4.290459441148391,78.23015873015873,1.7558748556724915,0.9030899869919435,0.7671232876712328,0.0958904109589041
1150928923,1,8,2.0794415416798357,90,0.47712125471966244,0,0.25,0
1150928933,1,11,2.3978952727983707,97,1.0413926851582251,0,0.9090909090909091,0
1150928937,1,172,5.147494476813453,89.97260273972603,2.161368002234975,0.47712125471966244,0.8372093023255814,0.011627906976744186
1150928949,1,134,4.897839799950911,83.0576923076923,1.662757831681574,0.9030899869919435,0.3358208955223881,0.05223880597014925
1150928951,1,44,3.784189633918261,89.05,1.4771212547196624,0.3010299956639812,0.6590909090909091,0.022727272727272728
1150928955,1,14,2.6390573296152584,90.1923076923077,1.146128035678238,0,0.9285714285714286,0
1150928961,1,69,4.23410650459726,76.8203125,1.8129133566428555,0,0.927536231884058,0
1150928967,1,18,2.8903717578961645,88.4090909090909,1.0791812460476249,0,0.6111111111111112,0
1150928981,1,15,2.70805020110221,82.76666666666667,1.146128035678238,0.47712125471966244,0.8666666666666667,0.13333333333333333
1150928985,1,5,1.6094379124341003,93.5,0.7781512503836436,0,1,0
1150928989,1,56,4.02535169073515,79.45,1.2304489213782739,0.6989700043360189,0.2857142857142857,0.07142857142857142
1150928999,1,9,2.1972245773362196,80.21428571428571,0.8450980400142568,0.3010299956639812,0.6666666666666666,0.1111111111111111
1150929003,1,19,2.9444389791664403,89.70588235294117,1.255272505103306,0,0.8947368421052632,0
1150929007,1,105,4.653960350157523,78.04166666666667,1.863322860120456,1.1139433523068367,0.6857142857142857,0.11428571428571428
1150929013,1,1218,7.1049654482698426,87.61361737677527,3.076276255404218,0.8450980400142568,0.9778325123152709,0.0049261083743842365
1150929017,1,17,2.833213344056216,90.68181818181819,1.0791812460476249,0,0.6470588235294118,0
1150929025,1,3,1.0986122886681098,88.75,0.47712125471966244,0,0.6666666666666666,0
1150929043,1,18,2.8903717578961645,97.33333333333333,1.255272505103306,0.3010299956639812,0.9444444444444444,0.05555555555555555
1150929045,1,48,3.871201010907891,90,1.6901960800285136,0,1,0
1150929061,1,23,3.1354942159291497,79.60526315789474,1.255272505103306,0.47712125471966244,0.7391304347826086,0.08695652173913043
1150929063,1,565,6.336825731146441,79.11442307692307,2.7151673578484576,0.47712125471966244,0.9168141592920354,0.0035398230088495575
1150929067,1,2,0.6931471805599453,NaN,0,0,0,0
1150929069,1,105,4.653960350157523,90.32236842105263,1.8808135922807914,0.3010299956639812,0.7142857142857143,0.009523809523809525
1150929071,1,41,3.713572066704308,52.976190476190474,0.9030899869919435,1.1760912590556813,0.17073170731707318,0.34146341463414637
1150929073,1,25,3.2188758248682006,90.96,1.380211241711606,0.47712125471966244,0.92,0.08
1150929075,1,1,0,NaN,0,0,0,0
1150929089,1,56,4.02535169073515,93.48484848484848,1.5314789170422551,0,0.5892857142857143,0
1150929097,1,22,3.091042453358316,94.5,1.2041199826559248,0,0.6818181818181818,0
1150929113,1,36,3.58351893845611,88.87931034482759,1.4771212547196624,0,0.8055555555555556,0
1150929127,1,54,3.9889840465642745,79.23076923076923,1.1139433523068367,0.3010299956639812,0.2222222222222222,0.018518518518518517
1150929129,1,104,4.6443908991413725,93.75,0.8450980400142568,0,0.057692307692307696,0
1150929135,1,19,2.9444389791664403,100,0.3010299956639812,0,0.05263157894736842,0
1150929145,1,15,2.70805020110221,89.66666666666667,1.2041199826559248,0,1,0
1150929153,1,47,3.8501476017100584,92.92553191489361,1.6720978579357175,0.3010299956639812,0.9787234042553191,0.02127659574468085
1150929155,1,19,2.9444389791664403,98.4375,1.2304489213782739,0,0.8421052631578947,0
1150929165,1,67,4.204692619390966,90.75714285714285,1.5440680443502757,0.3010299956639812,0.5074626865671642,0.014925373134328358
1150929175,1,132,4.882801922586371,88.27642276422765,2.0863598306747484,0.47712125471966244,0.9166666666666666,0.015151515151515152
1150929179,1,99,4.59511985013459,89.43548387096774,1.9731278535996986,0,0.9393939393939394,0
1150929189,1,21,3.044522437723423,92.04545454545455,1.0791812460476249,0,0.5238095238095238,0
1150929195,1,3,1.0986122886681098,93.33333333333333,0.6020599913279624,0,1,0
1150929203,1,1,0,87.5,0.3010299956639812,0,1,0
1150929223,1,36,3.58351893845611,76.88461538461539,1.414973347970818,0.3010299956639812,0.6944444444444444,0.027777777777777776
1150929237,1,184,5.214935757608986,94.8391812865497,2.2355284469075487,0,0.9293478260869565,0
1150929239,1,22,3.091042453358316,91.57894736842105,1.3010299956639813,0,0.8636363636363636,0
1150929241,1,3,1.0986122886681098,76.5,0.6020599913279624,0,1,0
1150929249,1,358,5.8805329864007,87.57120253164557,2.5010592622177517,0,0.88268156424581,0
1150929251,1,58,4.060443010546419,77.45,1.7075701760979363,0,0.8620689655172413,0
1150929271,1,2,0.6931471805599453,90,0.47712125471966244,0,1,0
1150929273,1,1,0,90,0.3010299956639812,0,1,0
1150929277,1,2,0.6931471805599453,95,0.47712125471966244,0,1,0
1150929297,1,7,1.9459101490553132,66.71428571428571,0.7781512503836436,0.47712125471966244,0.7142857142857143,0.2857142857142857
1150929311,1,280,5.634789603169249,87.3340909090909,2.3283796034387376,0.9542425094393249,0.7571428571428571,0.02857142857142857
1150929313,1,62,4.127134385045092,91.86274509803921,1.7160033436347992,0,0.8225806451612904,0
1150929317,1,47,3.8501476017100584,80.72727272727273,1.3424226808222062,0.3010299956639812,0.44680851063829785,0.02127659574468085
1150929319,1,17,2.833213344056216,87.79411764705883,1.255272505103306,0,1,0
1150929321,1,9,2.1972245773362196,87.5,0.6989700043360189,0,0.4444444444444444,0
1150929331,1,52,3.9512437185814275,78.47674418604652,1.6434526764861874,0,0.8269230769230769,0
1150929337,1,16,2.772588722239781,94.16666666666667,0.8450980400142568,0,0.375,0
1150929345,1,4,1.3862943611198906,92.5,0.6020599913279624,0,0.75,0
1150929355,1,21,3.044522437723423,83.0625,1.2041199826559248,0.3010299956639812,0.7142857142857143,0.047619047619047616
1150929359,1,57,4.04305126783455,90,0.6020599913279624,0,0.05263157894736842,0
1150929361,1,21,3.044522437723423,91,0.7781512503836436,0,0.23809523809523808,0
1150929369,1,20,2.995732273553991,93.76470588235294,1.255272505103306,0,0.85,0
