caseid,totalnewsbinary_post_SM_ref,totalnewscount_post_SM_ref,log_news_post_SM_ref,Average_domain_NewsG_Score_post_SM_ref,Count_Reliable_NewsG_Score_post_SM_ref,Count_Unreliable_NewsG_Score_post_SM_ref,Prop_Reliable_NewsG_Score_post_SM_ref,Prop_Unreliable_NewsG_Score_post_SM_ref
1151616421,1,26,3.258096538021482,91.85416666666667,1.3979400086720377,0,0.9230769230769231,0
1151616431,1,3,1.0986122886681098,87.5,0.6020599913279624,0,1,0
1151616433,1,129,4.859812404361672,88.875,2.0791812460476247,0.3010299956639812,0.9224806201550387,0.007751937984496124
1151616459,1,88,4.477336814478207,84.15517241379311,1.8573324964312685,1.2304489213782739,0.8068181818181818,0.18181818181818182
1151616461,1,3,1.0986122886681098,100,0.6020599913279624,0,1,0
1151616463,1,3,1.0986122886681098,92.5,0.3010299956639812,0,0.3333333333333333,0
1151616475,1,4,1.3862943611198906,83,0.6020599913279624,0,0.75,0
1151616481,1,5,1.6094379124341003,82.5,0.47712125471966244,0,0.4,0
1151616497,1,3,1.0986122886681098,77.5,0.3010299956639812,0,0.3333333333333333,0
1151616501,1,15,2.70805020110221,89.8,1.2041199826559248,0,1,0
1151616523,1,1,0,NaN,0,0,0,0
1151616561,1,7,1.9459101490553132,90,0.6989700043360189,0,0.5714285714285714,0
1151616563,1,1,0,87.5,0.3010299956639812,0,1,0
1151616613,1,5,1.6094379124341003,89,0.7781512503836436,0,1,0
1151616623,1,192,5.2574953720277815,80,0.8450980400142568,0,0.03125,0
1151616627,1,1,0,100,0.3010299956639812,0,1,0
1151616657,1,1,0,87.5,0.3010299956639812,0,1,0
1151616667,1,2,0.6931471805599453,90,0.47712125471966244,0,1,0
1151616701,1,34,3.5263605246161616,83.60714285714286,1.414973347970818,0.6020599913279624,0.7352941176470589,0.08823529411764706
1151616717,1,26,3.258096538021482,89.28571428571429,1.1760912590556813,0,0.5384615384615384,0
1151616737,1,1,0,67.5,0.3010299956639812,0,1,0
1151616757,1,13,2.5649493574615367,93.26923076923077,1.146128035678238,0,1,0
1151616761,1,9,2.1972245773362196,85.9375,0.9542425094393249,0,0.8888888888888888,0
1151616763,1,4,1.3862943611198906,87.5,0.6020599913279624,0,0.75,0
1151616787,1,27,3.295836866004329,89.0909090909091,1.0791812460476249,0,0.4074074074074074,0
1151616799,1,5,1.6094379124341003,82.5,0.3010299956639812,0,0.2,0
1151616809,1,1,0,NaN,0,0,0,0
1151616811,1,3,1.0986122886681098,87.5,0.6020599913279624,0,1,0
1151616825,1,1,0,82.5,0.3010299956639812,0,1,0
1151616837,1,10,2.302585092994046,96.11111111111111,1,0,0.9,0
1151616843,1,36,3.58351893845611,74.70588235294117,1.4313637641589874,0.9542425094393249,0.7222222222222222,0.2222222222222222
1151616861,1,30,3.4011973816621555,86.94642857142857,1.4471580313422192,0.3010299956639812,0.9,0.03333333333333333
1151616873,1,29,3.367295829986474,87.125,1.3222192947339193,0,0.6896551724137931,0
1151616875,1,2,0.6931471805599453,NaN,0,0,0,0
1151616919,1,16,2.772588722239781,78.66666666666667,0.8450980400142568,0,0.375,0
1151616921,1,1,0,87.5,0.3010299956639812,0,1,0
1151616939,1,14,2.6390573296152584,39.57692307692308,0.3010299956639812,1.1139433523068367,0.07142857142857142,0.8571428571428571
1151616967,1,1,0,87.5,0.3010299956639812,0,1,0
1151616973,1,2,0.6931471805599453,90,0.3010299956639812,0,0.5,0
1151616977,1,16,2.772588722239781,93,0.7781512503836436,0,0.3125,0
1151616983,1,6,1.791759469228055,89.375,0.6989700043360189,0,0.6666666666666666,0
1151616987,1,36,3.58351893845611,93.75,1.5185139398778875,0,0.8888888888888888,0
1151616993,1,1,0,67.5,0.3010299956639812,0,1,0
1151616997,1,14,2.6390573296152584,100,1.146128035678238,0,0.9285714285714286,0
1151617001,1,1,0,75,0.3010299956639812,0,1,0
1151617011,1,2,0.6931471805599453,97.5,0.47712125471966244,0,1,0
1151617017,1,7,1.9459101490553132,90.71428571428571,0.9030899869919435,0,1,0
1151617021,1,3,1.0986122886681098,88.33333333333333,0.6020599913279624,0,1,0
1151617023,1,3,1.0986122886681098,92.5,0.47712125471966244,0,0.6666666666666666,0
1151617025,1,8,2.0794415416798357,93.5,0.7781512503836436,0,0.625,0
1151617031,1,3,1.0986122886681098,87.5,0.3010299956639812,0,0.3333333333333333,0
1151617039,1,8,2.0794415416798357,78.21428571428571,0.9030899869919435,0,0.875,0
1151617043,1,40,3.6888794541139363,67.625,1.0791812460476249,0.7781512503836436,0.275,0.125
1151617049,1,53,3.970291913552122,92.26744186046511,1.6434526764861874,0,0.8113207547169812,0
1151617053,1,93,4.532599493153256,89.6067415730337,1.954242509439325,0,0.956989247311828,0
1151617095,1,6,1.791759469228055,92.5,0.7781512503836436,0,0.8333333333333334,0
1151617113,1,24,3.1780538303479458,90.23809523809524,1.3424226808222062,0,0.875,0
1151617115,1,11,2.3978952727983707,89.77272727272727,1.0791812460476249,0,1,0
1151617119,1,2,0.6931471805599453,100,0.47712125471966244,0,1,0
1151617127,1,4,1.3862943611198906,68.16666666666667,0.47712125471966244,0.3010299956639812,0.5,0.25
1151617151,1,16,2.772588722239781,88.90625,1.2304489213782739,0,1,0
1151617185,1,29,3.367295829986474,83.25,1.0413926851582251,0,0.3448275862068966,0
1151617209,1,49,3.8918202981106265,84.3103448275862,1.4771212547196624,0,0.5918367346938775,0
1151617229,1,15,2.70805020110221,78.25,1.1760912590556813,0,0.9333333333333333,0
1151617257,1,1,0,52,0,0.3010299956639812,0,1
1151617269,1,35,3.5553480614894135,90.86206896551724,1.462397997898956,0.3010299956639812,0.8,0.02857142857142857
1151617307,1,4,1.3862943611198906,75,0.3010299956639812,0,0.25,0
1151617319,1,10,2.302585092994046,NaN,0,0,0,0
1151617327,1,12,2.4849066497880004,74.38888888888889,0.9542425094393249,0.3010299956639812,0.6666666666666666,0.08333333333333333
1151617329,1,10,2.302585092994046,80.66666666666667,0.47712125471966244,0.3010299956639812,0.2,0.1
1151617339,1,2,0.6931471805599453,95,0.47712125471966244,0,1,0
1151617345,1,185,5.220355825078324,94.41176470588235,1.8325089127062364,0.3010299956639812,0.3621621621621622,0.005405405405405406
1151617355,1,8,2.0794415416798357,89.375,0.9542425094393249,0,1,0
1151617361,1,13,2.5649493574615367,84.42307692307692,1.1139433523068367,0.3010299956639812,0.9230769230769231,0.07692307692307693
1151617363,1,56,4.02535169073515,92.5,0.6989700043360189,0,0.07142857142857142,0
1151617383,1,6,1.791759469228055,90,0.8450980400142568,0,1,0
1151617401,1,11,2.3978952727983707,92.72727272727273,1.0791812460476249,0,1,0
1151617423,1,12,2.4849066497880004,42,0,0.3010299956639812,0,0.08333333333333333
1151617427,1,53,3.970291913552122,96.04166666666667,1.1139433523068367,0,0.22641509433962265,0
1151617433,1,1,0,87.5,0.3010299956639812,0,1,0
1151617465,1,1,0,69.5,0.3010299956639812,0,1,0
1151617467,1,1,0,NaN,0,0,0,0
1151617469,1,6,1.791759469228055,NaN,0,0,0,0
1151617537,1,12,2.4849066497880004,95,1,0,0.75,0
1151617543,1,22,3.091042453358316,88.36363636363636,1.0791812460476249,0,0.5,0
1151617553,1,2,0.6931471805599453,87.5,0.47712125471966244,0,1,0
1151617577,1,1,0,NaN,0,0,0,0
1151617595,1,10,2.302585092994046,90,1.0413926851582251,0,1,0
1151617613,1,20,2.995732273553991,92.2,1,0.3010299956639812,0.45,0.05
1151617639,1,48,3.871201010907891,98.8586956521739,1.6720978579357175,0,0.9583333333333334,0
1151617641,1,150,5.0106352940962555,91.98333333333333,2.1789769472931693,0,1,0
1151617645,1,17,2.833213344056216,82.42307692307692,1.0791812460476249,0.47712125471966244,0.6470588235294118,0.11764705882352941
1151617661,1,8,2.0794415416798357,100,0.9030899869919435,0,0.875,0
1151617665,1,54,3.9889840465642745,90.46296296296296,1.7403626894942439,0,1,0
1151617697,1,2,0.6931471805599453,90,0.47712125471966244,0,1,0
1151617707,1,64,4.1588830833596715,95.5,1.7781512503836436,0.3010299956639812,0.921875,0.015625
1151617757,1,45,3.8066624897703196,NaN,0,0,0,0
1151617759,1,3,1.0986122886681098,47.333333333333336,0.3010299956639812,0.47712125471966244,0.3333333333333333,0.6666666666666666
1151617761,1,8,2.0794415416798357,43.5,0.3010299956639812,0.6989700043360189,0.125,0.5
1151617769,1,1,0,87.5,0.3010299956639812,0,1,0
1151617775,1,12,2.4849066497880004,88.75,0.47712125471966244,0,0.16666666666666666,0
1151617785,1,3,1.0986122886681098,77.33333333333333,0.47712125471966244,0.3010299956639812,0.6666666666666666,0.3333333333333333
1151617789,1,78,4.356708826689592,91.18461538461538,1.8129133566428555,0.3010299956639812,0.8205128205128205,0.01282051282051282
1151617835,1,4,1.3862943611198906,100,0.6020599913279624,0,0.75,0
1151617837,1,1,0,75,0.3010299956639812,0,1,0
1151617843,1,10,2.302585092994046,90,0.3010299956639812,0,0.1,0
1151617855,1,7,1.9459101490553132,82.78571428571429,0.8450980400142568,0.3010299956639812,0.8571428571428571,0.14285714285714285
1151617867,1,58,4.060443010546419,96.63793103448276,1.4771212547196624,0,0.5,0
1151617879,1,4,1.3862943611198906,76,0.3010299956639812,0.3010299956639812,0.25,0.25
1151617889,1,1,0,52,0,0.3010299956639812,0,1
1151617891,1,2,0.6931471805599453,91.25,0.47712125471966244,0,1,0
1151617937,1,12,2.4849066497880004,95,1.1139433523068367,0,1,0
1151617939,1,5,1.6094379124341003,93.33333333333333,0.6020599913279624,0,0.6,0
1151617941,1,3,1.0986122886681098,93.33333333333333,0.6020599913279624,0,1,0
1151617943,1,8,2.0794415416798357,84.9375,0.9030899869919435,0.3010299956639812,0.875,0.125
1151617945,1,31,3.4339872044851463,86.25,1.3617278360175928,0,0.7096774193548387,0
1151617949,1,1,0,90,0.3010299956639812,0,1,0
1151617955,1,1,0,87.5,0.3010299956639812,0,1,0
1151617959,1,6,1.791759469228055,81.8,0.7781512503836436,0,0.8333333333333334,0
1151617961,1,34,3.5263605246161616,78.34615384615384,1.380211241711606,0.6020599913279624,0.6764705882352942,0.08823529411764706
1151617965,1,157,5.056245805348308,89.09655172413792,2.1583624920952498,0.47712125471966244,0.910828025477707,0.012738853503184714
1151617981,1,35,3.5553480614894135,93.21428571428571,0.9030899869919435,0,0.2,0
1151617989,1,2,0.6931471805599453,100,0.47712125471966244,0,1,0
1151617995,1,9,2.1972245773362196,81.61111111111111,0.9030899869919435,0.47712125471966244,0.7777777777777778,0.2222222222222222
1151618007,1,9,2.1972245773362196,87.5,1,0,1,0
1151618009,1,1,0,95,0.3010299956639812,0,1,0
1151618023,1,26,3.258096538021482,100,0.3010299956639812,0,0.038461538461538464,0
1151618031,1,113,4.727387818712341,88.50467289719626,2.03342375548695,0,0.9469026548672567,0
1151618033,1,1,0,87.5,0.3010299956639812,0,1,0
1151618045,1,11,2.3978952727983707,97.27272727272727,1.0791812460476249,0,1,0
1151618081,1,1,0,NaN,0,0,0,0
1151618103,1,224,5.4116460518550396,96.41428571428571,2.24551266781415,0,0.78125,0
1151618107,1,8,2.0794415416798357,92.5,0.9542425094393249,0,1,0
1151618115,1,81,4.394449154672439,90.52631578947368,1.3010299956639813,0,0.2345679012345679,0
1151618121,1,9,2.1972245773362196,89.16666666666667,0.6020599913279624,0,0.3333333333333333,0
1151618129,1,26,3.258096538021482,88.57142857142857,1.1760912590556813,0,0.5384615384615384,0
1151618131,1,10,2.302585092994046,38.333333333333336,0.47712125471966244,0.6989700043360189,0.2,0.4
1151618145,1,2,0.6931471805599453,87.5,0.47712125471966244,0,1,0
1151618171,1,4,1.3862943611198906,NaN,0,0,0,0
1151618193,1,2,0.6931471805599453,90,0.47712125471966244,0,1,0
1151618251,1,1,0,80,0.3010299956639812,0,1,0
1151618275,1,5,1.6094379124341003,84.875,0.6020599913279624,0.3010299956639812,0.6,0.2
1151618307,1,5,1.6094379124341003,NaN,0,0,0,0
1151618343,1,1,0,NaN,0,0,0,0
1151618393,1,1,0,87.5,0.3010299956639812,0,1,0
1151618421,1,3,1.0986122886681098,87.5,0.6020599913279624,0,1,0
1151618423,1,3,1.0986122886681098,95,0.47712125471966244,0,0.6666666666666666,0
1151618445,1,8,2.0794415416798357,78.125,0.9542425094393249,0,1,0
1151618465,1,3,1.0986122886681098,67.16666666666667,0.47712125471966244,0.3010299956639812,0.6666666666666666,0.3333333333333333
1151618471,1,1,0,NaN,0,0,0,0
1151618477,1,2,0.6931471805599453,91.25,0.47712125471966244,0,1,0
1151618493,1,75,4.31748811353631,90.9391891891892,1.863322860120456,0.47712125471966244,0.96,0.02666666666666667
1151618513,1,2,0.6931471805599453,100,0.3010299956639812,0,0.5,0
1151618517,1,3,1.0986122886681098,72.5,0.47712125471966244,0.3010299956639812,0.6666666666666666,0.3333333333333333
1151618541,1,6,1.791759469228055,93.75,0.8450980400142568,0,1,0
1151618557,1,181,5.198497031265826,NaN,0,0,0,0
1151618563,1,9,2.1972245773362196,78.61111111111111,0.9030899869919435,0.47712125471966244,0.7777777777777778,0.2222222222222222
1151618609,1,3,1.0986122886681098,95,0.47712125471966244,0,0.6666666666666666,0
1151618623,1,41,3.713572066704308,88.59375,1.5185139398778875,0,0.7804878048780488,0
1151618637,1,264,5.575949103146316,88.93691588785046,2.3324384599156054,0,0.8106060606060606,0
1151618641,1,1,0,90,0.3010299956639812,0,1,0
1151618643,1,251,5.5254529391317835,87.28527607361963,2.2121876044039577,0.3010299956639812,0.6454183266932271,0.00398406374501992
1151618657,1,2,0.6931471805599453,78.75,0.47712125471966244,0,1,0
1151618721,1,47,3.8501476017100584,91.25,0.47712125471966244,0,0.0425531914893617,0
1151618723,1,73,4.290459441148391,85.10655737704919,1.7781512503836436,0.47712125471966244,0.8082191780821918,0.0273972602739726
1151618777,1,225,5.41610040220442,87.8051282051282,2.2833012287035497,0.6989700043360189,0.8488888888888889,0.017777777777777778
1151618791,1,12,2.4849066497880004,90.27777777777777,1,0,0.75,0
1151618797,1,9,2.1972245773362196,100,0.6020599913279624,0,0.3333333333333333,0
1151618867,1,9,2.1972245773362196,90,0.6020599913279624,0,0.3333333333333333,0
1151618895,1,36,3.58351893845611,88.92857142857143,1.5563025007672873,0,0.9722222222222222,0
1151618941,1,15,2.70805020110221,95.8,1.1760912590556813,0.3010299956639812,0.9333333333333333,0.06666666666666667
1151618947,1,3,1.0986122886681098,87.5,0.6020599913279624,0,1,0
1151618975,1,98,4.584967478670572,87.06842105263158,1.9493900066449128,0.9030899869919435,0.8979591836734694,0.07142857142857142
1151618999,1,7,1.9459101490553132,NaN,0,0,0,0
1151619011,1,3,1.0986122886681098,NaN,0,0,0,0
1151619039,1,1,0,90,0.3010299956639812,0,1,0
1151619045,1,8,2.0794415416798357,70.71428571428571,0.9030899869919435,0,0.875,0
1151619069,1,5,1.6094379124341003,58.6,0.3010299956639812,0.6989700043360189,0.2,0.8
1151619071,1,18,2.8903717578961645,90.27777777777777,1.2787536009528289,0,1,0
1151619089,1,4,1.3862943611198906,90,0.3010299956639812,0,0.25,0
1151696953,1,1,0,75,0.3010299956639812,0,1,0
1151713529,1,20,2.995732273553991,72.5,0.6020599913279624,0.3010299956639812,0.15,0.05
1151714809,1,28,3.332204510175204,90,1.4313637641589874,0,0.9285714285714286,0
1151715645,1,7,1.9459101490553132,91.66666666666667,0.6020599913279624,0,0.42857142857142855,0
1151730259,1,1,0,90,0.3010299956639812,0,1,0
1151730417,1,29,3.367295829986474,NaN,0,0,0,0
1151730429,1,17,2.833213344056216,89.55882352941177,1.255272505103306,0,1,0
1151731327,1,45,3.8066624897703196,76.3875,1.6020599913279623,0.3010299956639812,0.8666666666666667,0.022222222222222223
1151731589,1,3,1.0986122886681098,NaN,0,0,0,0
1151732257,1,7,1.9459101490553132,87.08333333333333,0.8450980400142568,0,0.8571428571428571,0
1151733351,1,63,4.143134726391533,88.67213114754098,1.792391689498254,0,0.9682539682539683,0
1151733629,1,11,2.3978952727983707,87.27272727272727,1.0791812460476249,0,1,0
1151738077,1,2,0.6931471805599453,87.5,0.3010299956639812,0,0.5,0
1151746437,1,2,0.6931471805599453,62,0.3010299956639812,0,0.5,0
1151746529,1,1,0,62,0.3010299956639812,0,1,0
1151746769,1,16,2.772588722239781,88.21875,1.1760912590556813,0.47712125471966244,0.875,0.125
1151746813,1,4,1.3862943611198906,90,0.6989700043360189,0,1,0
1151747059,1,3,1.0986122886681098,95.83333333333333,0.6020599913279624,0,1,0
1151747247,1,6,1.791759469228055,73.4,0.6989700043360189,0.3010299956639812,0.6666666666666666,0.16666666666666666
1151747749,1,6,1.791759469228055,38,0.3010299956639812,0.6989700043360189,0.16666666666666666,0.6666666666666666
1151748995,1,25,3.2188758248682006,87.8,1.414973347970818,0,1,0
1151749007,1,65,4.174387269895637,87.58620689655173,1.4771212547196624,0,0.4461538461538462,0
1151749545,1,1,0,80,0.3010299956639812,0,1,0
1151761715,1,5,1.6094379124341003,60.9,0.47712125471966244,0.6020599913279624,0.4,0.6
1151762075,1,5,1.6094379124341003,84.5,0.7781512503836436,0,1,0
1151762153,1,1,0,100,0.3010299956639812,0,1,0
1151762373,1,2,0.6931471805599453,95,0.47712125471966244,0,1,0
1151762695,1,4,1.3862943611198906,89.16666666666667,0.6020599913279624,0,0.75,0
1151763263,1,124,4.820281565605037,87.10176991150442,2.0569048513364727,0,0.9112903225806451,0
1151763403,1,1,0,92.5,0.3010299956639812,0,1,0
1151763853,1,11,2.3978952727983707,88.63636363636364,1.0791812460476249,0,1,0
1151764259,1,3,1.0986122886681098,100,0.47712125471966244,0,0.6666666666666666,0
1151764405,1,1,0,NaN,0,0,0,0
1151765071,1,7,1.9459101490553132,84.28571428571429,0.9030899869919435,0,1,0
1151765101,1,8,2.0794415416798357,93.75,0.47712125471966244,0,0.25,0
1151776013,1,4,1.3862943611198906,85,0.47712125471966244,0,0.5,0
1151776925,1,13,2.5649493574615367,91.78571428571429,0.9030899869919435,0,0.5384615384615384,0
1151777523,1,21,3.044522437723423,89.26470588235294,1.255272505103306,0,0.8095238095238095,0
1151777915,1,1,0,87.5,0.3010299956639812,0,1,0
1151794877,1,86,4.454347296253507,89.1867469879518,1.9242792860618816,0,0.9651162790697675,0
1151795381,1,6,1.791759469228055,87.5,0.8450980400142568,0,1,0
1151795785,1,10,2.302585092994046,91.5625,0.9542425094393249,0,0.8,0
1151795919,1,20,2.995732273553991,90.76923076923077,1.146128035678238,0,0.65,0
1151812375,1,29,3.367295829986474,73.58928571428571,1.414973347970818,0.6020599913279624,0.8620689655172413,0.10344827586206896
1151812785,1,4,1.3862943611198906,93.75,0.47712125471966244,0,0.5,0
1151812829,1,27,3.295836866004329,61.27777777777778,1.3222192947339193,0.9030899869919435,0.7407407407407407,0.25925925925925924
1151812835,1,63,4.143134726391533,92.60714285714286,1.6334684555795864,0,0.6666666666666666,0
1151813011,1,11,2.3978952727983707,85.9,1,0.3010299956639812,0.8181818181818182,0.09090909090909091
1151813407,1,71,4.2626798770413155,62.58870967741935,1.6020599913279623,1.380211241711606,0.5492957746478874,0.323943661971831
1151830473,1,154,5.0369526024136295,87.84210526315789,2.1818435879447726,0.3010299956639812,0.9805194805194806,0.006493506493506494
1151846951,1,4,1.3862943611198906,90,0.6020599913279624,0,0.75,0
1151847885,1,1,0,90,0.3010299956639812,0,1,0
1151878331,1,5,1.6094379124341003,95,0.7781512503836436,0,1,0
1151886525,1,19,2.9444389791664403,91.66666666666667,1.2787536009528289,0,0.9473684210526315,0
1151894567,1,70,4.248495242049359,84.16666666666667,0.6020599913279624,0,0.04285714285714286,0
1151910349,1,12,2.4849066497880004,71.33333333333333,1,0.6020599913279624,0.75,0.25
1151923651,1,1,0,82.5,0.3010299956639812,0,1,0
1151924049,1,25,3.2188758248682006,87.96,1.414973347970818,0,1,0
1151938415,1,26,3.258096538021482,87.5,1.4313637641589874,0,1,0
1151938641,1,13,2.5649493574615367,72.84615384615384,1.0413926851582251,0.6020599913279624,0.7692307692307693,0.23076923076923078
1151938903,1,1,0,90,0.3010299956639812,0,1,0
1151951965,1,6,1.791759469228055,87.08333333333333,0.8450980400142568,0,1,0
1151952381,1,1,0,87.5,0.3010299956639812,0,1,0
1151966681,1,7,1.9459101490553132,84.64285714285714,0.9030899869919435,0,1,0
1151966963,1,1,0,90,0.3010299956639812,0,1,0
1151973861,1,50,3.912023005428146,79.04545454545455,1.0413926851582251,0.3010299956639812,0.2,0.02
1151980655,1,5,1.6094379124341003,97.5,0.7781512503836436,0,1,0
1151996063,1,12,2.4849066497880004,88.5,0.7781512503836436,0,0.4166666666666667,0
1151996205,1,3,1.0986122886681098,87.5,0.47712125471966244,0,0.6666666666666666,0
1151996507,1,60,4.0943445622221,86.63793103448276,1.7708520116421442,0,0.9666666666666667,0
1151996571,1,1,0,NaN,0,0,0,0
1151996575,1,5,1.6094379124341003,76,0.6989700043360189,0.3010299956639812,0.8,0.2
1152017871,1,4,1.3862943611198906,93.75,0.6989700043360189,0,1,0
1152021715,1,1,0,75,0.3010299956639812,0,1,0
1152028367,1,6,1.791759469228055,88.125,0.6989700043360189,0,0.6666666666666666,0
1152034743,1,18,2.8903717578961645,91.40625,1.2304489213782739,0,0.8888888888888888,0
1152045071,1,1,0,NaN,0,0,0,0
1152054343,1,8,2.0794415416798357,85,0.9030899869919435,0,0.875,0
1152061843,1,74,4.30406509320417,83,1.7853298350107671,0,0.8108108108108109,0
1152080103,1,78,4.356708826689592,76,0.47712125471966244,0,0.02564102564102564,0
1152098669,1,4,1.3862943611198906,90,0.3010299956639812,0,0.25,0
1152099111,1,11,2.3978952727983707,90,0.9542425094393249,0,0.7272727272727273,0
1152099139,1,2,0.6931471805599453,93.75,0.47712125471966244,0,1,0
1152117993,1,20,2.995732273553991,91.875,1.3222192947339193,0,1,0
1152118107,1,2,0.6931471805599453,66,0.3010299956639812,0.3010299956639812,0.5,0.5
1152118699,1,1,0,100,0.3010299956639812,0,1,0
1152124995,1,31,3.4339872044851463,89.6875,0.9542425094393249,0,0.25806451612903225,0
1152136431,1,23,3.1354942159291497,87.5,1.3617278360175928,0,0.9565217391304348,0
1152181317,1,1,0,90,0.3010299956639812,0,1,0
1152181961,1,10,2.302585092994046,90,1.0413926851582251,0,1,0
1152207937,1,128,4.852030263919617,92.29166666666667,1.1139433523068367,0,0.09375,0
1152208083,1,2,0.6931471805599453,87.5,0.47712125471966244,0,1,0
1152259755,1,16,2.772588722239781,93.75,0.6989700043360189,0,0.25,0
1152284449,1,3,1.0986122886681098,100,0.3010299956639812,0,0.3333333333333333,0
1153676387,1,11,2.3978952727983707,83.33333333333333,0.8450980400142568,0,0.5454545454545454,0
1153921285,1,3,1.0986122886681098,88.33333333333333,0.6020599913279624,0,1,0
